,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_radj,pl_ttvflag,pl_kepflag,pl_k2flag,ra,dec,st_dist,st_optmag,gaia_gmag,st_teff,st_mass,st_rad,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_rade,pl_rads,pl_trandur,pl_tranmid,pl_ratror,pl_mnum,pl_st_npar,pl_st_nref,st_rah,st_glon,st_glat,st_elon,st_elat,gaia_plx,gaia_dist,st_pmra,st_pmdec,st_pm,gaia_pmra,gaia_pmdec,gaia_pm,st_logg,st_metfe,st_j,st_h,st_k,st_wise1,st_wise2,st_wise3,st_wise4,st_jmh2,st_hmk2,st_jmk2
69,0,1,5.35227,0.0618,1.17,0,0,0,278.524691,-6.0025949999999995,840.0,15.63,15.651,5650.0,1.1,1.19,1,1,0,0.0,0,0,0.0736,13.11,0.12,0.0996,2454923.9138,0.10099999999999999,0,40,6,18.56831273,25.61429,1.101176,278.876385,17.174411,1.34,745.96,0.9,-8.0,8.1,0.9,-8.0,8.1,4.36,0.19,13.495999999999999,12.98,12.847000000000001,,,,,0.516,0.133,0.649
70,0,1,3.7681,0.0461,1.02,0,0,0,278.699254,-6.612234,920.0,15.46,15.437000000000001,5740.0,1.04,1.59,1,1,0,0.0,0,0,0.0501,11.43,0.105,0.196667,2454923.3093,,0,56,7,18.57995027,25.152987,0.666416,279.01768799999996,16.555154,0.82,1214.51,-4.5,-8.1,9.2,-4.5,-8.1,9.2,4.4,0.0,13.174000000000001,12.615,12.472000000000001,,,,,0.5589999999999999,0.14300000000000002,0.7020000000000001
71,0,1,1.9000693,0.0295,1.31,0,0,0,98.17241,-0.031586,870.0,15.0,14.800999999999998,5440.0,0.95,1.0,1,1,0,0.0,0,0,0.0339,14.68,0.135,0.0995,2455321.72412,0.1341,0,52,8,6.54482733,210.819116,-4.184836,98.898264,-23.218794,1.28,780.87,2.3,-3.3,4.0,2.3,-3.3,4.0,4.4,-0.1,13.440999999999999,13.081,13.014000000000001,12.955,12.955,11.968,8.771,0.36,0.067,0.42700000000000005
72,0,1,3.89713,0.0518,1.29,0,0,0,97.033582,-0.170681,770.0,14.007,13.783,6090.0,1.21,1.65,1,1,0,0.0,0,0,0.0673,14.46,0.133,0.1958,2455257.4410200003,0.0786,0,55,8,6.46890547,210.42055499999998,-5.261174,97.668836,-23.422926,1.24,807.99,4.8,-6.0,7.7,4.8,-6.0,7.7,4.07,-0.02,12.324000000000002,11.960999999999999,11.837,11.763,11.787,12.08,9.147,0.363,0.124,0.48700000000000004
73,0,1,1.7429935,0.02798,1.466,0,0,0,291.777056,1.3837139999999999,200.0,12.57,12.249,5625.0,0.96,0.91,1,1,0,0.0,0,0,0.14,16.432000000000002,0.151,0.09446,2454237.5355599998,,0,99,19,19.45180373,38.262664,-7.29091,293.768937,23.043958,4.66,214.56,-3.4,-10.9,11.5,-3.4,-10.9,11.5,,,10.783,10.437999999999999,10.31,10.064,10.097999999999999,10.189,9.035,0.345,0.128,0.473
74,0,2,9.24285,0.09,,0,0,0,97.72040799999999,0.226919,864.31,14.66,14.469000000000001,,1.14,,1,1,0,0.0,0,0,0.10400000000000001,,,,2455266.0001,,0,66,9,6.51469387,210.381237,-4.468533,98.390927,-22.987775,1.16,864.31,-0.3,-2.8,2.8,-0.3,-2.8,2.8,,,12.991,12.652000000000001,12.513,12.446,12.46,12.540999999999999,8.493,0.33899999999999997,0.139,0.478
75,0,2,1675.0,2.9,,0,0,0,97.72040799999999,0.226919,864.31,14.66,14.469000000000001,,1.14,,0,1,0,0.0,0,0,3.35,,,,,,0,30,9,6.51469387,210.381237,-4.468533,98.390927,-22.987775,1.16,864.31,-0.3,-2.8,2.8,-0.3,-2.8,2.8,,,12.991,12.652000000000001,12.513,12.446,12.46,12.540999999999999,8.493,0.33899999999999997,0.139,0.478
76,0,1,2.72474,0.0417,1.3,0,0,0,101.05245,-0.29913,1398.83,16.0,15.856,6200.0,1.29,1.95,1,1,0,0.0,0,0,0.0298,14.572000000000001,0.134,0.1983333,2454399.0282,0.067,0,35,6,6.73683,212.37408599999998,-1.7445419999999998,102.045712,-23.277442,0.71,1398.83,-1.226,2.001,2.346,-1.226,2.001,2.346,3.7,0.0,14.34,13.98,13.812999999999999,13.674000000000001,13.69,12.495,9.006,0.36,0.16699999999999998,0.527
77,0,1,9.755980000000001,0.092,0.435,0,0,0,280.66711499999997,6.219136,592.0,13.944,13.73,5939.0,1.1,1.14,1,1,0,0.0,0,0,0.155,4.88,0.045,0.1872,2454598.42014,0.03927,0,25,6,18.711141,37.482976,4.775094,282.170394,29.208871999999996,1.57,638.47,2.0,1.1,2.3,2.0,1.1,2.3,4.36,0.17,12.414000000000001,12.099,11.988,11.889000000000001,11.95,11.564,8.87,0.315,0.111,0.426
78,0,1,3.6313,0.048,1.05,0,0,0,279.78261499999996,4.357806,600.0,15.63,15.068,5900.0,1.14,1.61,1,1,0,0.0,0,0,0.08,11.77,0.10800000000000001,0.162,2455308.9390000002,0.0671,0,56,8,18.65217433,35.417464,4.719742,281.00349900000003,27.424196000000002,0.92,1092.4,-2.4,-8.3,8.7,-2.4,-8.3,8.7,4.3,0.05,12.944,12.45,12.364,12.14,12.173,12.259,8.354,0.494,0.086,0.58
83,0,1,3.5753199999999996,0.0476,1.0070000000000001,0,0,0,278.495813,5.538462,1035.15,15.54,15.39,5900.0,1.05,1.08,1,1,0,0.0,0,0,0.046,11.287,0.10300000000000001,0.1154,2455748.684,0.099,0,38,7,18.56638753,35.894565,6.396628,279.650212,28.693594,0.97,1035.15,0.3,-9.8,9.8,0.3,-9.8,9.8,4.4,-0.1,13.571,13.17,12.985,12.953,13.068,12.350999999999999,9.033999999999999,0.401,0.185,0.586
86,0,1,4.2568,,1.01,0,0,0,292.05526299999997,0.12182,680.0,13.292,13.219000000000001,6740.0,1.37,1.56,1,1,0,0.0,0,0,,11.32,0.10400000000000001,,2454283.1383,0.0663,0,56,11,19.47035087,37.262944,-8.120552,293.84673,21.753769000000002,1.27,784.49,3.5,-0.3,3.5,3.5,-0.3,3.5,4.22,,11.936,11.71,11.618,11.343,11.394,11.323,8.979,0.226,0.092,0.318
89,0,1,8.886593,0.0855,1.166,0,0,0,281.072525,6.663194,657.24,13.912,13.745999999999999,6090.0,1.05,1.02,1,1,0,0.0,0,0,0.13,13.068,0.12,0.17,2454595.6144,0.1169,0,52,9,18.73816833,38.062962,4.615925,282.67501699999997,29.616590999999996,1.52,657.24,5.5,1.8,5.8,5.5,1.8,5.8,4.43,-0.2,12.517999999999999,12.228,12.119000000000002,12.127,12.177999999999999,12.07,8.907,0.29,0.109,0.39899999999999997
90,0,2,0.85359163,,0.15,0,0,0,100.956125,-1.063033,153.7,11.668,11.524000000000001,5275.0,0.82,0.83,1,1,0,0.0,0,0,,1.681,0.015,,,,0,94,13,6.73040833,213.01046000000002,-2.178513,102.010052,-24.046701000000002,6.23,160.64,11.0,-0.1,11.0,11.0,-0.1,11.0,4.5,0.05,10.300999999999998,9.88,9.806000000000001,9.76,9.824,9.782,7.926,0.42100000000000004,0.07400000000000001,0.495
91,0,2,3.698,0.046,,0,0,0,100.956125,-1.063033,153.7,11.668,11.524000000000001,5275.0,0.82,0.83,0,1,0,0.0,0,0,0.299,,,,2454445.0,,0,49,13,6.73040833,213.01046000000002,-2.178513,102.010052,-24.046701000000002,6.23,160.64,11.0,-0.1,11.0,11.0,-0.1,11.0,4.5,0.05,10.300999999999998,9.88,9.806000000000001,9.76,9.824,9.782,7.926,0.42100000000000004,0.07400000000000001,0.495
92,0,1,6.21229,0.063,0.57,0,0,0,291.588518,1.426452,380.0,14.8,14.22,5080.0,0.88,0.77,1,1,0,0.0,0,0,0.166,6.39,0.059000000000000004,0.1142,2454238.9743,0.075,0,60,9,19.43923453,38.212920000000004,-7.104052,293.57411,23.116257,3.08,325.03,13.6,-32.8,35.5,13.6,-32.8,35.5,4.58,0.3,12.154000000000002,11.640999999999998,11.463,11.401,11.465,11.567,8.22,0.513,0.17800000000000002,0.691
93,0,1,95.27265600000001,0.4021,1.0659999999999998,0,0,0,280.786712,6.204172,460.0,13.69,13.501,5625.0,0.96,0.96,1,1,0,0.0,0,0,0.8740000000000001,11.949000000000002,0.11,0.3445,2455365.52723,0.11402000000000001,0,83,10,18.71911413,37.523410999999996,4.66224,282.304648,29.183878000000004,2.39,417.89,-14.5,-14.9,20.8,-14.5,-14.9,20.8,4.54,-0.01,12.175,11.812999999999999,11.687999999999999,11.68,11.699000000000002,12.071,9.09,0.36200000000000004,0.125,0.48700000000000004
98,0,1,21.169860999999997,0.131,0.177,0,0,1,130.41037,17.640005,187.19,15.255999999999998,14.526,4148.21,0.66,0.57,1,0,0,0.0,0,0,0.7,1.98,0.018000000000000002,,2457165.577,0.03182,0,33,9,8.69402466,208.283082,32.037612,128.156453,-0.60763,5.34,187.19,-36.4,-11.8,38.3,-36.2,-11.4,37.9,,,12.277000000000001,11.605,11.429,11.341,11.349,11.503,8.436,0.672,0.17600000000000002,0.848
99,0,1,19.49221,0.1493,0.514,0,0,0,136.573975,19.402252,182.69,10.154,10.051,6069.0,1.17,1.39,1,1,0,0.0,0,0,0.8170000000000001,5.76,0.053,,2457158.8247700003,0.0379,0,40,9,9.10493164,208.781802,38.127689000000004,133.29632,2.686761,5.48,182.64,44.3,-42.0,61.0,45.5,-41.8,61.8,4.22,0.1,9.144,8.908,8.837,8.822000000000001,8.844,8.81,8.623,0.23600000000000002,0.071,0.307
100,0,2,0.571331,0.0134,0.162,0,0,1,13.07978,10.794699000000001,246.1,12.102,11.954,5617.0,0.97,0.98,1,1,0,0.0,0,0,0.0544,1.82,0.017,,2457393.4371599997,0.0171,0,78,12,0.87198531,123.28403,-52.076426,16.226339000000003,4.784518,4.06,246.29,58.2,2.7,58.3,61.0,2.2,61.0,4.45,0.13,10.77,10.454,10.344000000000001,10.299000000000001,10.355,10.38,8.423,0.316,0.11,0.426
101,0,2,13.339079000000002,0.1091,0.244,0,0,1,13.07978,10.794699000000001,246.1,12.102,11.954,5617.0,0.97,0.98,1,1,0,0.0,0,0,0.44299999999999995,2.73,0.025,,2457405.7338900003,0.0256,0,79,12,0.87198531,123.28403,-52.076426,16.226339000000003,4.784518,4.06,246.29,58.2,2.7,58.3,61.0,2.2,61.0,4.45,0.13,10.77,10.454,10.344000000000001,10.299000000000001,10.355,10.38,8.423,0.316,0.11,0.426
102,0,1,6.180235,0.07229,1.051,0,0,1,78.91974599999999,16.278742,336.7,11.439,11.255,6202.0,1.32,1.59,1,1,0,0.0,0,0,0.215,11.780999999999999,0.10800000000000001,0.17117000000000002,2457865.11032,0.0681,0,28,8,5.26131643,186.975281,-12.640845,79.294174,-6.74971,2.66,375.39,2.717,-12.982999999999999,13.264000000000001,2.717,-12.982999999999999,13.264000000000001,4.16,0.141,10.199,9.967,9.892999999999999,9.812999999999999,9.816,9.754,8.609,0.23199999999999998,0.07400000000000001,0.306
104,0,1,555530.0,160.0,,0,0,0,344.412689,-29.622235999999997,7.7,1.16,,,1.92,,0,0,1,0.0,0,0,20800.0,,,,,,0,19,25,22.96084595,20.488021,-64.90957,333.860252,-21.135613,,,329.22,-164.22,367.9,,,,,,1.037,0.937,0.945,-1.472,-0.75,1.111,0.79,0.1,-0.008,0.092
105,0,2,1.628931,0.0153,,0,0,0,153.71573700000002,-47.156727000000004,12.04,13.49,12.138,3270.0,0.18,0.21,1,1,0,0.0,0,0,1.27,,,,,,0,46,12,10.247715800000002,277.259427,7.760275999999999,181.44556200000002,-52.418931,79.25,12.62,-934.3,327.4,990.0,-1054.0,414.3,1132.5,,,9.245,8.666,8.322000000000001,8.17,8.0,7.862,7.916,0.579,0.344,0.9229999999999999
106,0,2,8.929,0.0476,,0,0,0,153.71573700000002,-47.156727000000004,12.04,13.49,12.138,3270.0,0.18,0.21,0,1,0,0.0,0,0,3.95,,,,,,0,22,11,10.247715800000002,277.259427,7.760275999999999,181.44556200000002,-52.418931,79.25,12.62,-934.3,327.4,990.0,-1054.0,414.3,1132.5,,,9.245,8.666,8.322000000000001,8.17,8.0,7.862,7.916,0.579,0.344,0.9229999999999999
107,0,2,41.38,0.166,,0,0,0,175.435974,42.751971999999995,11.02,11.92,10.577,3264.0,0.35,0.4,0,1,0,0.0,0,0,15.1,,,,,,0,16,14,11.69573161,160.612622,68.918003,156.148069,36.838993,90.76,11.02,-575.7,-90.0,582.6,-575.7,-90.0,582.6,,,7.608,7.069,6.822,6.672000000000001,6.443,6.446000000000001,6.254,0.539,0.247,0.7859999999999999
108,0,2,532.58,0.912,,0,0,0,175.435974,42.751971999999995,11.02,11.92,10.577,3264.0,0.35,0.4,0,1,0,0.0,0,0,82.8,,,,,,0,11,14,11.69573161,160.612622,68.918003,156.148069,36.838993,90.76,11.02,-575.7,-90.0,582.6,-575.7,-90.0,582.6,,,7.608,7.069,6.822,6.672000000000001,6.443,6.446000000000001,6.254,0.539,0.247,0.7859999999999999
109,0,1,1.58040456,0.01411,0.254,0,0,0,258.828837,4.96392,12.95,15.1,13.009,3026.0,0.15,0.22,1,1,0,0.0,0,0,1.09,2.847,0.026000000000000002,,2455320.5357330004,,0,146,30,17.25525578,26.163966000000002,23.610877,257.383147,27.915249,68.27,14.65,590.4,-794.7,990.0,580.4,-749.6,948.1,4.94,0.39,9.75,9.094,8.782,8.597999999999999,8.442,8.254,8.084,0.6559999999999999,0.312,0.968
110,0,1,3.6511,0.026000000000000002,,0,0,0,333.428676,-17.685771,10.26,13.57,12.081,3236.0,0.18,0.19,0,1,0,0.0,0,0,2.54,,,,,,0,13,11,22.22857842,39.079368,-52.509668000000005,329.007452,-6.269607,97.51,10.26,856.89,-306.305,909.9910000000001,856.89,-306.305,909.9910000000001,5.09,-0.04,8.955,8.422,8.115,,,,,0.5329999999999999,0.307,0.84
111,0,2,35.61253,0.1915,0.233,0,0,0,51.746769,-63.4991,16.33,7.87,7.678999999999999,4640.0,0.73,0.69,1,1,0,0.0,0,0,11.7,2.61,0.024,0.1345833,2458385.92502,0.035,0,45,24,3.4497845999999996,279.230346,-45.822520000000004,352.88302799999997,-73.834554,61.25,16.33,355.084,-247.46,432.806,355.084,-247.46,432.806,4.61,0.003,6.081,5.524,5.375,,,,,0.557,0.149,0.706
112,0,3,8.63182,0.0607,,0,0,0,62.315273,-53.373699,15.14,11.81,10.677,3500.0,0.4,,0,1,0,0.0,0,0,4.01,,,,,,0,17,16,4.15435155,262.781877,-45.323559,30.835617,-71.166855,66.07,15.14,1046.1,584.1,1198.2,1046.1,584.1,1198.2,,0.1,7.9479999999999995,7.428,7.135,6.978,6.827999999999999,6.763,6.572,0.52,0.293,0.813
113,0,3,25.63058,0.1254,,0,0,0,62.315273,-53.373699,15.14,11.81,10.677,3500.0,0.4,,0,1,0,0.0,0,0,8.29,,,,,,0,17,16,4.15435155,262.781877,-45.323559,30.835617,-71.166855,66.07,15.14,1046.1,584.1,1198.2,1046.1,584.1,1198.2,,0.1,7.9479999999999995,7.428,7.135,6.978,6.827999999999999,6.763,6.572,0.52,0.293,0.813
114,0,3,603.95116,1.0304,,0,0,0,62.315273,-53.373699,15.14,11.81,10.677,3500.0,0.4,,0,1,0,0.0,0,0,68.1,,,,,,0,17,16,4.15435155,262.781877,-45.323559,30.835617,-71.166855,66.07,15.14,1046.1,584.1,1198.2,1046.1,584.1,1198.2,,0.1,7.9479999999999995,7.428,7.135,6.978,6.827999999999999,6.763,6.572,0.52,0.293,0.813
115,0,1,2288.0,2.41,,0,0,0,73.023865,6.476539,12.36,12.0,10.706,3370.0,0.36,0.38,0,1,0,0.0,0,0,195.0,,,,,,0,18,15,4.86825765,192.22585,-22.862486999999998,72.440162,-15.933888,80.9,12.36,153.4,-306.1,342.4,153.4,-306.1,342.4,4.83,0.3,7.814,7.209,6.942,6.803999999999999,6.624,6.567,6.539,0.605,0.267,0.872
116,0,2,18.6498,0.091101,,0,0,0,111.85208100000001,5.225785,3.8,9.872,,3382.0,0.29,0.29,0,1,0,0.0,0,0,24.0,,,,,,0,15,33,7.45680542,212.34460499999997,10.373588999999999,112.742728,-16.50485,,,572.51,-3693.51,3737.62,,,,,0.09,5.7139999999999995,5.218999999999999,4.857,,,,,0.495,0.36200000000000004,0.857
117,0,2,4.7234,0.036467,,0,0,0,111.85208100000001,5.225785,3.8,9.872,,3382.0,0.29,0.29,0,1,0,0.0,0,0,9.59,,,,,,0,15,33,7.45680542,212.34460499999997,10.373588999999999,112.742728,-16.50485,,,572.51,-3693.51,3737.62,,,,,0.09,5.7139999999999995,5.218999999999999,4.857,,,,,0.495,0.36200000000000004,0.857
118,0,1,133.71,0.49,,0,0,0,4.052823,-79.85118100000001,17.56,6.59,6.394,5540.0,0.9,0.9,0,1,0,0.0,0,0,27.9,,,,,,0,35,28,0.2701882,304.87133700000004,-37.144007,294.815071,-65.241399,56.93,17.56,433.9,-56.3,437.5,433.9,-56.3,437.5,4.7,0.1,5.3660000000000005,4.99,4.859,4.845,4.516,4.771,4.781000000000001,0.376,0.131,0.507
119,0,3,1.22003,0.0197,,0,0,0,32.295425,-16.339592,28.49,10.98,10.192,3717.0,0.68,0.5,0,1,0,0.0,0,0,0.691,,,,,,0,18,14,2.15302836,185.99566399999998,-69.012079,23.84291,-27.519969,35.09,28.49,516.3240000000001,79.403,522.394,516.3240000000001,79.403,522.394,,-0.3,8.076,7.412000000000001,7.246,7.055,7.149,7.07,7.093999999999999,0.664,0.166,0.83
120,0,3,5.974,0.057,,0,0,0,32.295425,-16.339592,28.49,10.98,10.192,3717.0,0.68,0.5,0,1,0,0.0,0,0,2.0,,,,,,0,18,14,2.15302836,185.99566399999998,-69.012079,23.84291,-27.519969,35.09,28.49,516.3240000000001,79.403,522.394,516.3240000000001,79.403,522.394,,-0.3,8.076,7.412000000000001,7.246,7.055,7.149,7.07,7.093999999999999,0.664,0.166,0.83
121,0,3,257.8,0.698,,0,0,0,32.295425,-16.339592,28.49,10.98,10.192,3717.0,0.68,0.5,0,1,0,0.0,0,0,24.5,,,,,,0,18,14,2.15302836,185.99566399999998,-69.012079,23.84291,-27.519969,35.09,28.49,516.3240000000001,79.403,522.394,516.3240000000001,79.403,522.394,,-0.3,8.076,7.412000000000001,7.246,7.055,7.149,7.07,7.093999999999999,0.664,0.166,0.83
122,0,2,692.0,1.15,,0,0,0,130.24673,-23.456289,15.1,11.97,10.754000000000001,3510.0,0.42,,0,1,0,0.0,0,0,76.2,,,,,,0,24,15,8.68311535,246.79942400000002,11.189983,140.75966,-40.070149,65.77,15.2,-366.5,733.5,820.0,-461.2,805.6,928.2,,0.36,7.934,7.321000000000001,7.028,6.867000000000001,6.766,6.704,6.502000000000001,0.613,0.293,0.9059999999999999
123,0,2,5312.0,,,0,0,0,130.24673,-23.456289,15.1,11.97,10.754000000000001,3510.0,0.42,,0,1,0,0.0,0,0,,,,,,,0,20,15,8.68311535,246.79942400000002,11.189983,140.75966,-40.070149,65.77,15.2,-366.5,733.5,820.0,-461.2,805.6,928.2,,0.36,7.934,7.321000000000001,7.028,6.867000000000001,6.766,6.704,6.502000000000001,0.613,0.293,0.9059999999999999
124,0,1,4100.0,4.5,,0,0,0,133.781754,1.546508,20.54,9.97,9.286,3900.0,0.69,,0,1,0,0.0,0,0,219.0,,,,,,0,17,19,8.91878357,226.70542000000003,28.000745000000002,135.787777,-15.207851999999999,48.69,20.54,44.7,-1046.0,1046.9,44.7,-1046.0,1046.9,,0.0,7.191,6.523,6.352,6.301,6.185,6.271,6.212999999999999,0.6679999999999999,0.171,0.8390000000000001
125,0,4,30.5987,0.14339000000000002,,0,0,0,67.14882,-25.169301,20.2,11.962,10.979000000000001,3466.0,0.42,0.4,0,1,0,0.0,0,0,7.1,,,,,,0,24,9,4.47658798,223.539019,-41.612063,59.472876,-46.216159999999995,49.5,20.2,-81.4,-485.5,492.3,-81.4,-485.5,492.3,,0.02,8.362,7.749,7.486000000000001,7.207000000000001,7.21,7.131,6.932,0.613,0.263,0.8759999999999999
126,0,4,122.6196,0.36175,,0,0,0,67.14882,-25.169301,20.2,11.962,10.979000000000001,3466.0,0.42,0.4,0,1,0,0.0,0,0,17.9,,,,,,0,24,9,4.47658798,223.539019,-41.612063,59.472876,-46.216159999999995,49.5,20.2,-81.4,-485.5,492.3,-81.4,-485.5,492.3,,0.02,8.362,7.749,7.486000000000001,7.207000000000001,7.21,7.131,6.932,0.613,0.263,0.8759999999999999
127,0,4,48.1345,0.19394,,0,0,0,67.14882,-25.169301,20.2,11.962,10.979000000000001,3466.0,0.42,0.4,0,1,0,0.0,0,0,9.6,,,,,,0,17,9,4.47658798,223.539019,-41.612063,59.472876,-46.216159999999995,49.5,20.2,-81.4,-485.5,492.3,-81.4,-485.5,492.3,,0.02,8.362,7.749,7.486000000000001,7.207000000000001,7.21,7.131,6.932,0.613,0.263,0.8759999999999999
128,0,4,13.2543,0.08208,,0,0,0,67.14882,-25.169301,20.2,11.962,10.979000000000001,3466.0,0.42,0.4,0,1,0,0.0,0,0,4.06,,,,,,0,17,9,4.47658798,223.539019,-41.612063,59.472876,-46.216159999999995,49.5,20.2,-81.4,-485.5,492.3,-81.4,-485.5,492.3,,0.02,8.362,7.749,7.486000000000001,7.207000000000001,7.21,7.131,6.932,0.613,0.263,0.8759999999999999
129,0,2,5.3636,0.03282,,0,0,0,75.48928000000001,-6.946263,5.32,12.22,10.647,3159.0,0.16,0.12,0,1,0,0.0,0,0,6.17,,,,,,0,12,10,5.03261866,206.43053999999998,-27.471237,73.386219,-29.552486,186.02,5.38,-550.2,-533.3,766.24,-551.7,-533.9,767.8,,-0.27,7.617000000000001,7.065,6.736000000000001,6.547999999999999,6.281000000000001,6.218,6.091,0.552,0.32899999999999996,0.8809999999999999
130,0,2,40.54,0.1264,,0,0,0,75.48928000000001,-6.946263,5.32,12.22,10.647,3159.0,0.16,0.12,0,1,0,0.0,0,0,23.8,,,,,,0,12,10,5.03261866,206.43053999999998,-27.471237,73.386219,-29.552486,186.02,5.38,-550.2,-533.3,766.24,-551.7,-533.9,767.8,,-0.27,7.617000000000001,7.065,6.736000000000001,6.547999999999999,6.281000000000001,6.218,6.091,0.552,0.32899999999999996,0.8809999999999999
131,0,1,14.207,0.08900000000000001,,0,0,0,78.944663,-31.295951000000002,23.16,12.08,11.103,3526.0,0.47,0.44,0,1,0,0.0,0,0,3.84,,,,,,0,13,8,5.26297752,234.21988399999998,-33.034901,73.767614,-54.114028000000005,42.31,23.64,541.4,178.2,570.0,494.2,249.8,553.7,,-0.09,8.592,7.99,7.733,7.644,7.537000000000001,7.425,7.354,0.602,0.257,0.8590000000000001
132,0,1,3.3366496,0.0355,0.408,0,0,0,119.774349,15.391492000000001,25.2,12.33,11.354000000000001,3600.0,0.54,0.55,1,1,0,0.0,0,0,1.41,4.57,0.042,,2455983.7042099996,,0,97,16,7.984956599999999,206.23541799999998,21.757602,118.73105600000001,-5.127428,33.96,29.45,-181.6,-48.7,188.0,-185.7,-57.3,194.4,4.7,0.2,8.794,8.206,7.989,7.807,7.7829999999999995,7.683,7.7860000000000005,0.588,0.217,0.805
133,0,1,2.64561,0.0287,,0,0,0,164.646242,-31.143989,19.8,11.93,10.923,,0.45,0.43,0,1,0,0.0,0,0,1.45,,,,,,0,14,8,10.97641615,276.22340499999996,25.810023,179.848028,-34.378377,49.04,20.39,-582.8,-92.1,590.0,-566.9,-91.4,574.2,,,8.361,7.7620000000000005,7.47,7.2410000000000005,7.223,7.126,6.879,0.599,0.292,0.8909999999999999
134,0,1,3.0232,0.026000000000000002,,0,0,0,200.736403,24.467626,13.75,12.96,11.627,3324.0,0.27,0.28,0,1,0,0.0,0,0,1.89,,,,,,0,13,8,13.38242684,14.115263,82.427479,188.74413,30.543627,72.74,13.75,-615.951,-865.128,1061.999,-615.951,-865.128,1061.999,5.05,0.0,8.728,8.162,7.957000000000001,,,,,0.5660000000000001,0.205,0.7709999999999999
135,0,1,6.905,0.0608,,0,0,0,242.263092,52.943874,16.94,10.25,9.408,3867.0,0.63,0.61,0,1,0,0.0,0,0,3.59,,,,,,0,20,12,16.150872800000002,82.2045,45.470077,211.505298,70.79522800000001,59.04,16.94,203.9,62.0,213.1,203.9,62.0,213.1,4.65,-0.04,7.185,6.525,6.331,6.2620000000000005,6.166,6.166,6.053999999999999,0.66,0.19399999999999998,0.8540000000000001
136,0,2,2.64977,0.028999999999999998,,0,0,0,259.002655,11.057666000000001,17.79,10.83,9.982999999999999,3722.0,0.5,0.49,0,1,0,0.0,0,0,1.63,,,,,,0,16,14,17.26684367,32.274221000000004,26.150632,256.94827999999995,34.000028,55.08,18.16,-137.3,-347.3,373.5,-137.3,-347.3,373.5,4.77,-0.16,7.6339999999999995,7.02,6.816,6.678,6.587999999999999,6.5360000000000005,6.445,0.614,0.204,0.818
137,0,2,13.74,0.08900000000000001,,0,0,0,259.002655,11.057666000000001,17.79,10.83,9.982999999999999,3722.0,0.5,0.49,0,1,0,0.0,0,0,5.0,,,,,,0,16,14,17.26684367,32.274221000000004,26.150632,256.94827999999995,34.000028,55.08,18.16,-137.3,-347.3,373.5,-137.3,-347.3,373.5,4.77,-0.16,7.6339999999999995,7.02,6.816,6.678,6.587999999999999,6.5360000000000005,6.445,0.614,0.204,0.818
138,0,1,12.9532,0.0785,,0,0,0,165.834137,35.969879,2.55,7.49,,3563.0,0.39,0.39,0,1,0,0.0,0,0,30.8,,,,,,0,15,28,11.05560913,185.118536,65.431612,152.107126,27.393945000000002,,,-580.27,-4765.85,4801.045999999999,,,,,-0.38,4.32,3.722,3.5010000000000003,,,,,0.598,0.221,0.8190000000000001
140,0,1,7.3709,0.06,,0,0,0,173.86228899999998,-32.539970000000004,9.07,9.806000000000001,8.891,3461.0,0.59,0.5,0,1,0,0.0,0,0,6.62,,,,,,0,26,22,11.590819300000001,284.883981,27.654775,188.900467,-31.961933000000002,110.29,9.07,-70.8,-850.7,853.6,-70.8,-850.7,853.6,4.81,-0.17,6.471,5.856,5.622999999999999,5.447,5.212999999999999,5.34,5.204,0.615,0.233,0.848
141,0,1,2.64388312,0.0291,0.37200000000000005,0,0,0,175.546219,26.706570000000003,9.76,10.67,9.571,,0.47,0.46,1,1,0,0.0,0,0,2.98,4.17,0.038,,2454510.80162,0.0822,0,187,47,11.70308126,210.542041,74.568904,164.77369199999998,22.627727,102.5,9.76,895.0,-814.0,1209.9,895.0,-814.0,1209.9,4.79,,6.9,6.319,6.0729999999999995,6.017,5.69,5.76,5.58,0.581,0.24600000000000002,0.8270000000000001
142,0,1,,43.5,,0,0,0,199.193817,9.424156,17.54,5.22,5.001,6234.0,1.22,,0,0,1,0.0,0,0,2480.0,,,,,,0,32,40,13.27958781,322.79014900000004,71.3124,194.008198,16.214869,57.02,17.54,-336.7,190.6,386.9,-336.7,190.6,386.9,4.6,0.28,4.3919999999999995,4.107,4.033,3.787,3.552,3.8310000000000004,3.7569999999999997,0.285,0.07400000000000001,0.359
143,0,1,8.7076,0.06661,,0,0,0,210.26328999999998,-2.654864,10.03,9.72,8.859,3685.0,0.52,0.5,0,1,0,0.0,0,0,6.64,,,,,,0,27,27,14.01755269,335.055454,55.813453,209.104682,9.076727,96.04,10.41,-825.4,598.1,1019.3,-825.4,598.1,1019.3,4.75,-0.08,6.516,5.935,5.683,,,,,0.581,0.252,0.833
