,features,score
712,"pl_telescope,st_herr,st_nts",0.5
713,"pl_cbflag,pl_imppar,pl_orbsmaxerr1",0.5
714,"gaia_pmerr,pl_angsep,pl_discmethod,pl_tranmidlim,st_nglc",0.5
715,"pl_imgflag,pl_ratdor,pl_trandeplim,st_wise3",0.5
716,"gaia_pmraerr,pl_st_npar,st_denserr1,st_wise3err",0.5
717,"pl_radj,pl_radslim,pl_telescope,st_metfeerr2,st_wise1lim",0.5
718,"pl_ratdorerr2,pl_telescope,st_masslim,st_naxa,st_raderr2",0.5
719,"gaia_distlim,gaia_pm,pl_bmasselim,pl_eqtlim,pl_mnum,st_jmk2lim,st_pmraerr,st_rad,st_rah",0.5
720,"gaia_dist,gaia_disterr2,pl_kepflag,pl_orbincllim,pl_radjerr2,pl_ratdor,st_masserr1,st_metfe,st_tefflim",0.5
721,"pl_eqterr2,pl_letter,pl_pnum,pl_ratdorerr1",0.5
722,"gaia_pmerr,pl_msinielim,st_jerr",0.5
723,"gaia_distlim,gaia_plxlim,gaia_pmlim,pl_angsep,pl_orbpererr2,pl_ratrorerr1,st_h",0.5
724,"pl_impparerr1,st_logglim,st_teff",0.5
725,"pl_angseperr2,pl_cbflag,st_nimg",0.5
726,"pl_pnum,st_disterr2,st_lumerr1",0.5
727,"gaia_dist,pl_telescope,st_j",0.5
728,"pl_insollim,pl_tranflag,st_hmk2lim,st_pmdecerr,st_radlim",0.5
729,"dec,gaia_plx,pl_st_npar,pl_trandurerr1,st_denserr2",0.5
730,"gaia_gmaglim,pl_ratror,st_colorn",0.5
731,"pl_cbflag,pl_discmethod,pl_orbinclerr2,pl_orbincllim,pl_orbpererr2,pl_orbsmaxerr2,pl_ratror,st_h",0.5
732,"pl_radserr2,pl_rvflag,pl_telescope,st_nimg,st_nts,st_optmagerr",0.5
733,"pl_radelim,st_hmk2err,st_plxlim",0.5
734,"pl_impparerr2,pl_impparlim,st_hmk2err,st_jmh2lim,st_pmraerr",0.5
735,"pl_orbsmax,pl_radelim,st_jmh2err,st_mass,st_rah",0.5
736,"pl_eqterr2,pl_nnotes,st_denslim",0.5
737,"pl_omflag,pl_orbeccen,st_hmk2lim,st_masslim,st_wise2,st_wise3lim",0.5
738,"pl_instrument,pl_st_npar,pl_tsystemref",0.5
739,"pl_bmasse,pl_bmassjerr1,pl_disc",0.5
740,"gaia_pmlim,st_kerr,st_plxerr2,st_radvlim",0.5
741,"pl_facility,pl_trandeplim,st_jmh2",0.5
742,"pl_bmasseerr2,pl_discmethod,pl_st_nref,st_glon,st_hmk2err,st_masserr1,st_optmaglim",0.4857142857142857
743,"pl_insollim,pl_masselim,st_metfe,st_nts",0.5
744,"pl_locale,pl_ratdorerr2,pl_ratrorlim,pl_trandurlim,pl_ttvflag",0.5
745,"pl_kepflag,pl_orbperlim,st_pmdecerr,st_wise3",0.5
746,"pl_eqterr1,st_dist,st_distlim,st_pmraerr,st_teff,st_wise1err",0.5
747,"gaia_distlim,st_hmk2lim,st_wise4",0.5
748,"pl_locale,pl_orbper,st_metfe",0.5263157894736842
749,"gaia_pmerr,pl_bmassprov,pl_tranmiderr2",0.5
750,"pl_orbsmaxerr2,st_pmerr,st_tefferr2",0.5
751,"pl_radjerr1,pl_st_npar,st_hmk2lim",0.5
752,"pl_angsep,pl_orbtperlim,st_glat,st_metratio",0.5
753,"pl_bmassj,pl_telescope,st_pmdecerr",0.5
754,"pl_locale,pl_radj,st_colorn,st_elon,st_herr,st_wise4",0.5227272727272727
755,"pl_rvamperr1,ra,st_h",0.5
756,"pl_astflag,st_h,st_lumerr2,st_metfeerr1,st_pmraerr,st_wise3err",0.5
757,"pl_rvamperr2,st_jmk2err,st_kerr,st_optmag,st_radvlim",0.5
758,"pl_facility,pl_imppar,pl_rvflag,pl_telescope,st_jmh2lim,st_jmk2err,st_photn",0.5
759,"pl_rvamplim,st_distlim,st_metfeerr1",0.5
760,"gaia_pmdeclim,pl_denslim,st_wise1",0.5
761,"pl_status,st_herr,st_metfeerr2",0.5
762,"st_ageerr2,st_nplc,st_pmlim",0.5
763,"pl_disc,pl_instrument,st_jmh2err,st_metfe",0.5
764,"gaia_disterr1,gaia_pmerr,pl_radj,st_jmh2lim,st_optmagerr",0.5
765,"gaia_pm,pl_radeerr2,pl_radserr2,pl_trandurerr2,st_kerr,st_pmdec",0.5
766,"gaia_plxerr2,pl_orbsmax,pl_radslim,pl_tranmiderr2,st_pmdeclim",0.5
767,"pl_imgflag,pl_locale,pl_mnum,pl_rvflag,pl_st_nref,ra",0.5
768,"pl_bmasseerr1,st_elon,st_metfelim,st_pmraerr",0.5
769,"pl_orbpererr1,pl_orbpererr2,pl_rvamperr2,st_klim,st_pmdecerr",0.5
770,"pl_impparlim,pl_tranflag,st_denslim,st_metfelim,st_pmdec",0.5
771,"pl_orbsmax,st_optband,st_pmralim",0.5
772,"pl_cbflag,pl_radjerr2,st_disterr1,st_jlim,st_lumerr2,st_radlim",0.5
773,"pl_orbsmaxerr2,st_denslim,st_disterr2,st_distlim",0.5
774,"pl_tranmid,st_age,st_glat",0.5
775,"gaia_pmraerr,pl_bmasseerr2,pl_bmassjerr1,pl_ttvflag",0.5
776,"pl_bmassjlim,pl_radjerr1,pl_radslim,pl_st_npar,st_masslim,st_naxa,st_nts,st_pmra,st_vjlim",0.5
777,"pl_angseperr1,pl_controvflag,pl_trandurlim,st_pmraerr,st_tefferr2",0.5
778,"pl_angseperr1,pl_disc,pl_eqterr1,pl_pnum,pl_trandurlim,st_optmaglim",0.5
779,"st_h,st_nplc,st_tefferr2,st_wise3err",0.5
780,"pl_nnotes,pl_tsystemref,st_ageerr1,st_jmk2err",0.5
781,"pl_ratdor,st_naxa,st_nplc",0.5
782,"st_mass,st_nrvc,st_wise3err",0.5
783,"pl_discmethod,pl_imppar,st_denserr1,st_hmk2err,st_jerr,st_masserr1",0.5
784,"pl_orbsmaxerr1,pl_ratrorerr2,st_logglim",0.5
785,"pl_cbflag,pl_mnum,st_plxerr2",0.5
786,"pl_status,pl_tranflag,st_age,st_h,st_pm,st_wise4lim",0.5
787,"gaia_pmralim,pl_astflag,pl_orbpererr1,st_pmdecerr,st_pmlim",0.5
788,"dec,st_disterr2,st_loggerr2",0.5
789,"pl_facility,st_elat,st_loggerr2,st_tefflim",0.5
790,"pl_locale,pl_orbeccen,pl_orbsmaxerr2",0.5
791,"gaia_plxlim,pl_discmethod,pl_mnum",0.5
792,"pl_orbsmax,st_ageerr1,st_colorn,st_jmk2err",0.5
793,"pl_radjlim,pl_tranmiderr2,st_mass,st_masserr1",0.5
794,"st_kerr,st_nplc,st_optmagerr,st_wise3lim",0.5
795,"st_naxa,st_optmaglim,st_sp,st_vjlim",0.5
796,"pl_radserr2,st_raderr2,st_wise4",0.5
797,"dec,gaia_gmag,gaia_gmaglim,pl_orbperlim,st_ageerr1,st_loggerr2,st_naxa",0.5
798,"pl_angseperr2,pl_rvamp,pl_rvflag",0.5
799,"gaia_disterr2,pl_locale,pl_ratdorlim,st_wise2",0.55
800,"gaia_pmerr,pl_bmassprov,st_mass,st_teff",0.5
801,"gaia_plxerr1,st_denserr1,st_jmk2err",0.5
802,"dec,gaia_pmra,pl_locale,st_hlim,st_loggerr1,st_optmag",0.525
803,"pl_imgflag,pl_ratdorerr2,st_distlim",0.5
804,"pl_instrument,pl_radeerr2,st_denserr1",0.5
805,"pl_controvflag,pl_imgflag,st_pmdecerr,st_pmralim,st_wise3,st_wise3lim",0.5
806,"gaia_pmerr,pl_insollim,pl_orbpererr2,pl_orbsmax,st_h,st_optband,st_pmra",0.5
807,"gaia_gmag,pl_telescope,st_jmh2,st_pmdeclim,st_pmra",0.5
808,"gaia_pmdecerr,st_sp,st_tefferr2",0.5
809,"pl_orbeccenlim,st_jmk2err,st_lum,st_raderr2,st_rah,st_tefflim",0.5
810,"pl_letter,pl_massjlim,pl_radeerr1",0.5
811,"gaia_distlim,pl_orbsmax,pl_radj,st_herr,st_pmraerr",0.5
812,"gaia_gmag,gaia_pm,gaia_pmerr,pl_orbeccenlim,pl_pnum,st_logg,st_lumerr2,st_mass,st_optmag,st_pmralim,st_wise4lim",0.5
813,"pl_ratdorerr2,st_logglim,st_wise2",0.5
814,"pl_st_nref,st_dens,st_hlim,st_metfeerr2,st_optmaglim,st_rah",0.5
815,"pl_eqt,pl_mnum,st_lumerr1,st_naxa",0.5
816,"gaia_pmdecerr,pl_orbincllim,pl_rads,st_wise3err",0.5
817,"gaia_plxerr1,pl_radjerr1,st_jmk2err",0.5
818,"pl_controvflag,pl_radjerr1,st_distlim,st_masserr1",0.4838709677419355
819,"pl_radeerr1,pl_ratdorerr1,st_logglim,st_optmag",0.5
820,"pl_disc,pl_masselim,pl_msinijlim,pl_radjlim,st_nrvc,st_raderr2",0.5
821,"gaia_pmdeclim,gaia_pmraerr,pl_orbinclerr1,pl_pnum,st_rad",0.5
822,"pl_impparlim,st_klim,st_radv",0.5
823,"gaia_plxlim,pl_orbincl,pl_orbsmax,pl_trandur",0.5
824,"pl_angseperr2,st_h,st_j",0.5
825,"gaia_pmraerr,pl_eqterr1,pl_instrument,pl_kepflag,pl_telescope,pl_trandurerr2,pl_ttvflag,st_disterr2,st_pm,st_pmraerr",0.5
826,"pl_insollim,pl_masselim,pl_orbperlim,pl_radslim,pl_rvamplim,pl_trandurlim,pl_tranflag,st_metfeerr1,st_wise3lim",0.5
827,"gaia_dist,gaia_disterr1,pl_orbsmax,st_wise1err",0.5
828,"pl_orbincllim,pl_telescope,st_vj,st_vjlim",0.5
829,"st_mass,st_masslim,st_tefferr2,st_wise1lim,st_wise3",0.5
830,"gaia_gmag,pl_orbeccenerr2,st_wise2lim,st_wise3err",0.5
831,"pl_controvflag,pl_ratdorlim,pl_ratror,st_optband",0.5
832,"pl_kepflag,pl_radeerr2,st_glat,st_lumlim,st_metfeerr2",0.5
833,"pl_insollim,pl_ttvflag,st_nts",0.5
834,"pl_pnum,pl_rvflag,st_loggerr2,st_metfeerr1,st_nts,st_rad,st_radlim,st_wise1,st_wise3err",0.5
835,"gaia_pmlim,st_masserr2,st_pmerr,st_wise3err",0.5
836,"dec,pl_rvflag,st_wise2err",0.5
837,"gaia_disterr2,pl_nnotes,st_plxlim",0.5
838,"gaia_plxlim,pl_orbpererr2,pl_trandurerr2,st_loggerr2",0.5
839,"pl_mnum,st_h,st_naxa",0.5
840,"gaia_pmdeclim,pl_disc,st_pmerr",0.5
841,"pl_ttvflag,st_jmh2,st_wise2",0.5
842,"gaia_pmdecerr,st_pmdec,st_raderr1",0.5
843,"pl_bmasselim,st_loggerr1,st_vjerr",0.5
844,"pl_nnotes,pl_orbincllim,pl_orbpererr2,pl_st_nref",0.5
845,"pl_eqtlim,st_optband,st_optmag,st_wise3,st_wise3lim",0.5
846,"pl_insollim,st_masslim,st_photn",0.5
847,"pl_orbincllim,pl_radjerr1,pl_ratdorerr2,st_teff",0.5
848,"dec,pl_rade,pl_rads,st_optmag,st_wise2lim",0.5
849,"pl_angseperr1,st_radverr1,st_wise2err",0.5
850,"gaia_plxlim,pl_impparerr2,pl_nnotes,pl_radserr2",0.5
851,"gaia_pmlim,pl_ratror,pl_st_nref,pl_telescope",0.5
852,"gaia_plx,pl_bmasse,pl_tranmidlim,st_nspec,st_wise1lim",0.5
853,"pl_insol,pl_radelim,st_jmh2",0.5
854,"gaia_plx,pl_impparlim,pl_orbper",0.5
855,"pl_orbsmaxerr2,st_metratio,st_wise4lim",0.5
856,"pl_radj,pl_radserr1,pl_ratdorerr1,pl_ttvflag,st_tefflim",0.5
857,"pl_tranmiderr1,pl_ttvflag,st_metratio",0.5
858,"gaia_gmag,gaia_pm,pl_rvamperr2,st_lumerr1",0.5
859,"gaia_pmdecerr,pl_locale,pl_trandur,st_lum,st_rah,st_wise3",0.5
860,"gaia_pmerr,pl_massjlim,pl_trandurerr2",0.5
861,"pl_bmassprov,pl_instrument,st_plxerr2",0.5
862,"pl_angseperr2,pl_orbsmaxlim,st_lumlim",0.5
863,"pl_pnum,ra,st_k",0.5
864,"gaia_pmdec,gaia_pmralim,pl_orbpererr1,st_pmlim,st_vj",0.5
865,"gaia_pmdeclim,pl_bmassprov,pl_facility,pl_letter,pl_ratrorlim,st_loggerr2,st_metfeerr1,st_wise2",0.5
866,"gaia_plxerr1,pl_radserr2,pl_ratdorerr2,st_glon",0.5
867,"gaia_plx,pl_ratrorlim,st_k,st_metfeerr2,st_wise3",0.5
868,"gaia_plxerr2,pl_orbper,pl_orbperlim,st_metfelim,st_teff",0.5
869,"pl_bmassprov,pl_orbinclerr2,pl_radj,pl_trandur,st_dist,st_pmerr",0.5
870,"pl_orbpererr2,st_jmk2lim,st_pmraerr",0.5
871,"gaia_gmaglim,pl_astflag,pl_imgflag,pl_status,st_disterr1,st_j,st_lum,st_rah,st_sp,st_wise3lim,st_wise4lim",0.5
872,"pl_orbpererr2,st_jmh2err,st_masserr1,st_radv",0.5
873,"pl_discmethod,st_jmh2lim,st_loggerr2,st_raderr2",0.5
874,"gaia_disterr1,st_loggerr1,st_wise2",0.5
875,"pl_bmasselim,pl_masselim,pl_orbperlim,st_colorn",0.5
876,"pl_bmasseerr1,st_logg,st_pmdec",0.5
877,"pl_orbincllim,pl_rvflag,pl_status",0.5
878,"pl_disc,st_loggerr2,st_metfeerr2,st_metfelim,st_wise1lim",0.5
879,"gaia_pm,pl_bmassprov,pl_telescope,st_disterr2,st_plxlim,st_pmraerr",0.5
880,"st_k,st_metfeerr1,st_teff,st_wise1err",0.5
881,"gaia_pmerr,pl_impparerr1,st_logg",0.5
882,"pl_eqterr2,pl_ratdor,pl_tranflag,st_elon,st_logglim,st_wise2",0.5
883,"pl_ratdorerr2,st_elat,st_jmk2err,st_lumerr1",0.5
884,"pl_orbinclerr1,pl_pnum,st_jmh2lim",0.5
885,"gaia_gmaglim,pl_angsep,pl_bmasseerr2,pl_bmassj,pl_bmassprov,st_nts",0.5
886,"pl_ratdorerr1,pl_status,st_glat,st_logglim,st_metfe,st_wise1err",0.5
887,"pl_orbincllim,pl_orbsmaxerr1,pl_radjlim,st_distlim,st_j,st_naxa,st_rah,st_teff",0.5
888,"gaia_plxerr1,pl_facility,pl_orblperlim,pl_orbsmax,pl_ratdorlim,st_pmerr",0.5
889,"gaia_disterr1,pl_imgflag,pl_ratdorerr2,st_elon",0.5
890,"pl_bmassjerr1,pl_bmassjerr2,st_jlim,st_masslim,st_naxa,st_vj",0.5
891,"gaia_pmdec,pl_msinielim,pl_status,st_masserr2,st_nglc,st_wise1lim",0.5
892,"gaia_gmaglim,pl_orbtperlim,pl_pnum,st_elon,st_optband,st_pmraerr",0.5
893,"dec,st_k,st_nspec,st_wise3lim",0.5
894,"gaia_pmerr,pl_mnum,st_nglc,st_wise4lim",0.5
895,"pl_bmassjlim,pl_kepflag,pl_tranmid,st_dens,st_k,st_masslim,st_tefferr1,st_wise1lim",0.5
896,"st_dens,st_hmk2lim,st_nspec",0.5
897,"gaia_plxerr2,st_lum,st_metratio",0.5
898,"pl_bmasseerr1,st_glat,st_wise1err",0.5
899,"pl_orbper,pl_orbsmaxerr1,pl_status,st_colorn,st_elon,st_masserr2,st_pmdecerr",0.5
900,"pl_bmassj,pl_radslim,pl_st_npar",0.5
901,"pl_omflag,pl_orbsmax,pl_radeerr1,st_masslim,st_metratio,st_nimg,st_wise2err,st_wise3",0.5
902,"gaia_disterr2,gaia_pmlim,pl_eqtlim,pl_orbpererr1,pl_orbperlim,st_disterr1,st_herr,st_metfelim",0.5
903,"gaia_pmlim,pl_facility,pl_mnum,pl_radeerr2,pl_ratdor,st_logg,st_nspec",0.5
904,"gaia_plxerr1,pl_orbsmaxerr1,pl_trandurerr2,st_dens",0.5
905,"pl_nnotes,pl_orbsmaxlim,st_loggerr1,st_nplc",0.5
906,"pl_insollim,st_denserr1,st_jlim,st_pmdeclim,st_wise3",0.5
907,"pl_angseperr2,pl_eqterr1,pl_locale,pl_radjerr2,st_colorn,st_pmerr,st_rad,st_tefflim",0.5
908,"gaia_pmdec,pl_radjerr2,st_radv",0.5
909,"gaia_plxerr2,pl_orbsmaxlim,ra",0.5
910,"gaia_pmdec,pl_trandur,st_denserr2,st_hmk2",0.5
911,"pl_letter,pl_st_nref,pl_tranmidlim,st_lumerr2",0.5
912,"pl_radslim,pl_st_nref,st_rah",0.5
913,"pl_rvflag,st_nglc,st_plxerr1",0.5
914,"pl_bmassjlim,pl_rads,st_hmk2lim",0.5
915,"gaia_plx,pl_radserr1,st_metfeerr2,st_metfelim",0.5
916,"pl_nnotes,pl_pnum,pl_ttvflag,st_colorn,st_jlim",0.5
917,"pl_bmasseerr2,pl_orbeccenlim,st_lumerr2,st_mass,st_pmdec",0.5
918,"gaia_plx,pl_radeerr2,pl_trandurlim,ra",0.5
919,"pl_eqtlim,pl_tranmid,st_logg,st_metfe,st_tefferr2",0.5
920,"pl_disc,pl_discmethod,pl_orbsmaxerr2,pl_radjerr2,pl_tsystemref,st_glat",0.5
921,"pl_tsystemref,st_tefferr2,st_wise4lim",0.5
922,"pl_bmasseerr1,pl_st_nref,st_loggerr1",0.5
923,"gaia_pmlim,pl_orbper,st_colorn,st_metfeerr2",0.5
924,"gaia_pmdec,pl_rvamperr2,st_jmk2,st_pm,st_pmlim,st_radv",0.5
925,"gaia_gmag,gaia_plxerr1,pl_trandeplim,pl_tranmid",0.5
926,"pl_imppar,pl_radelim,st_pmra,st_wise3err",0.5
927,"gaia_disterr2,gaia_pmdec,gaia_pmdeclim,gaia_pmra,pl_bmassprov,pl_controvflag,pl_msinielim,pl_radjlim,pl_st_npar,st_optband,st_photn,st_tefflim,st_wise2err",0.5833333333333334
928,"pl_eqterr1,pl_locale,pl_telescope,pl_trandurlim,st_hlim,st_jmk2,st_metfelim,st_metratio",0.5
929,"pl_eqterr1,st_jmk2,st_pmralim",0.5
930,"pl_ratdorlim,st_denserr2,st_mass",0.5
931,"pl_bmassjerr1,pl_orbsmax,st_tefferr2",0.5
932,"pl_imppar,pl_trandur,st_glon,st_masslim,st_nimg",0.5
933,"pl_cbflag,pl_eqterr2,pl_instrument",0.5
934,"pl_k2flag,pl_tranflag,st_pmdecerr",0.5
935,"st_elon,st_pm,st_wise4",0.5
936,"pl_imppar,pl_radjerr1,st_wise1",0.5
937,"pl_orbeccenerr1,st_k,st_nts",0.5
938,"pl_orbsmaxerr1,pl_radj,pl_status",0.5
939,"pl_insollim,pl_radjlim,pl_ratrorerr2",0.5
940,"pl_omflag,pl_orbincl,st_lum,st_teff,st_wise1lim,st_wise2",0.5
941,"st_metfeerr2,st_pmerr,st_teff",0.5
942,"pl_orbeccenerr1,st_jmh2err,st_photn",0.5
943,"pl_angsep,pl_status,st_wise4lim",0.5
944,"pl_radeerr2,pl_rads,pl_trandurlim,st_denserr1",0.5
945,"pl_omflag,pl_radj,st_jmk2",0.5
946,"pl_ratrorerr1,pl_ttvflag,ra",0.5
947,"pl_imppar,pl_ratdorerr1,st_nglc",0.5
948,"pl_bmasselim,pl_controvflag,pl_radelim,pl_st_npar,st_nspec,st_wise3err",0.5
949,"pl_k2flag,st_dens,st_disterr2,st_masserr1",0.5
950,"pl_bmassjlim,pl_orbeccen,st_jmh2",0.5
951,"pl_bmasse,pl_radelim,st_logglim",0.5
952,"pl_insollim,st_glat,st_jmk2lim",0.5
953,"gaia_pmdeclim,pl_mnum,st_splim,st_vjerr",0.5
954,"gaia_disterr2,pl_impparerr2,st_distlim",0.5
955,"pl_astflag,pl_omflag,pl_ratdor,st_hmk2lim,st_loggerr1",0.5
956,"gaia_disterr2,pl_tranmiderr1,st_denslim,st_metfeerr2",0.5
957,"gaia_pm,pl_locale,st_jlim,st_pmdec",0.5
958,"pl_rvamplim,pl_trandurlim,st_wise1lim",0.5
959,"st_disterr2,st_elon,st_jmh2lim,st_rad",0.5
960,"pl_controvflag,pl_radserr1,st_teff",0.5
961,"pl_orbsmaxerr2,st_nts,st_radvlim",0.5
962,"gaia_disterr1,pl_trandurerr2,pl_tranmid",0.5
963,"gaia_gmag,pl_rvamplim,st_herr,st_jmk2lim,st_raderr2,st_wise2err,st_wise3",0.5
964,"pl_omflag,pl_orbperlim,st_radverr2",0.5
965,"pl_radelim,pl_telescope,st_logglim",0.5
966,"pl_orbsmaxlim,pl_rvamperr2,st_masslim",0.5
967,"gaia_disterr2,pl_orbeccen,st_hmk2",0.5
968,"pl_impparerr2,pl_rvflag,st_tefflim",0.5
969,"gaia_pmdecerr,st_vjlim,st_wise2",0.5
970,"pl_orbsmax,pl_trandurerr2,st_denserr1,st_nplc",0.5
971,"pl_radserr2,st_loggerr1,st_metfeerr1",0.5
972,"pl_orbeccenerr1,st_jmk2,st_logglim",0.5
973,"gaia_pm,pl_locale,pl_st_nref,st_elon,st_pmraerr",0.5
974,"pl_bmassj,pl_radjlim,st_elon,st_h,st_metfeerr2",0.5
975,"pl_cbflag,st_jerr,st_metfelim",0.5
976,"pl_cbflag,st_jmh2err,st_nts",0.5
977,"pl_trandeplim,st_disterr1,st_pmerr,st_pmralim",0.5
978,"pl_angseperr2,pl_orbpererr2,pl_radjerr1,st_metfeerr1",0.5
979,"gaia_pm,st_jmh2,st_plxlim,st_radverr1,st_wise4",0.5
980,"pl_bmassjerr1,pl_rvamplim,st_loggerr1",0.5
981,"pl_orbpererr2,pl_tranmiderr1,st_wise2",0.5
982,"st_jlim,st_nspec,st_raderr2",0.5
983,"pl_masselim,pl_orbsmax,st_optmagerr,st_pmra",0.5
984,"st_logg,st_metfelim,st_nts",0.5
985,"gaia_distlim,gaia_plxerr2,pl_impparerr2,pl_radjlim,st_logglim,st_raderr2",0.5
986,"pl_kepflag,pl_st_npar,st_nglc",0.5
987,"pl_orbsmaxlim,pl_tranflag,st_jmh2err,st_naxa",0.5
988,"pl_disc,pl_ratrorerr1,pl_trandeplim",0.5
989,"pl_rvamperr1,st_hlim,st_wise3lim",0.5
990,"gaia_pm,pl_eqtlim,pl_locale,ra",0.5
991,"pl_orbsmaxlim,st_dens,st_rah",0.5
992,"pl_orbeccenerr1,pl_orbeccenerr2,st_masserr2,st_metfeerr1,st_nspec",0.5
993,"st_hmk2,st_plx,st_wise1lim",0.5
994,"gaia_pm,pl_bmasselim,pl_bmassjlim",0.5
995,"gaia_pmdeclim,pl_impparerr1,st_lumlim",0.5
