,features,score
356,"pl_mnum,st_nimg,st_radvlim",0.5
357,"pl_rads,pl_ttvflag,ra",0.5
358,"gaia_plx,pl_orbperlim,pl_ratrorerr2,st_glat,st_optmag,st_pmdec",0.5
359,"pl_rvamperr2,pl_st_nref,pl_ttvflag,st_vjerr",0.5
360,"pl_bmassj,st_jerr,st_optmagerr",0.5
361,"pl_letter,pl_orbincl,pl_st_nref",0.5
362,"gaia_plxlim,pl_bmasselim,pl_disc,st_jerr,st_rad,st_wise3err",0.5
363,"gaia_plx,pl_denslim,st_vjlim",0.5
364,"gaia_pmdecerr,pl_bmassjlim,pl_instrument,pl_st_nref",0.5
365,"pl_rvamperr1,st_kerr,st_loggerr2",0.5
366,"pl_eqt,st_pmdec,st_radlim",0.5
367,"st_disterr2,st_masserr2,st_nts",0.5
368,"pl_bmasselim,pl_orbinclerr1,st_lumerr2,st_pm",0.5
369,"pl_masselim,pl_ttvflag,st_jmk2err",0.5
370,"pl_bmassjlim,st_disterr2,st_herr,st_jmk2err,st_lum",0.5
371,"gaia_pmraerr,pl_eqt,pl_orbsmaxlim,st_tefferr1",0.5
372,"gaia_dist,st_dens,st_loggerr2,st_masslim,st_raderr1",0.5
373,"gaia_plxerr1,pl_rvamperr1,st_wise3",0.5
374,"pl_angseperr1,st_dist,st_rah",0.5
375,"pl_disc,pl_letter,pl_orbinclerr1,pl_radeerr1,pl_tranmidlim,st_colorn,st_pmdecerr",0.5
376,"pl_locale,pl_omflag,st_optmaglim",0.5
377,"pl_locale,st_jmk2lim,st_metfeerr2,st_wise2",0.5294117647058824
378,"gaia_gmaglim,pl_trandur,st_optmaglim,st_wise3err",0.5
379,"gaia_plxlim,pl_angseperr1,pl_orbtperlim,pl_st_nref,pl_status,st_mass",0.5
380,"dec,gaia_pmraerr,pl_eqterr1,pl_radjerr2,pl_ratdor,pl_st_nref,st_h",0.5
381,"pl_bmassjlim,pl_telescope,ra",0.5
382,"pl_letter,st_nimg,st_tefflim",0.5
383,"gaia_pmralim,st_metfeerr2,st_teff",0.5
384,"gaia_pmralim,pl_bmasselim,pl_bmassjerr2,st_glon",0.5
385,"gaia_plxerr1,pl_orbinclerr2,pl_radelim,st_optmaglim",0.5
386,"pl_bmassprov,pl_impparlim,pl_ratrorlim,st_denserr2",0.5
387,"gaia_pmralim,pl_orbeccenlim,pl_orbinclerr1,st_elon,st_nimg",0.5
388,"pl_disc,pl_orbincllim,st_jmk2",0.5
389,"pl_controvflag,pl_orbpererr1,pl_radserr1,pl_ratrorlim,st_colorn,st_h",0.5
390,"gaia_plxerr1,pl_orbinclerr1,pl_trandurlim",0.5
391,"gaia_dist,gaia_pmdeclim,pl_orblperlim",0.5
392,"pl_locale,pl_rade,st_jlim,st_wise3lim,st_wise4lim",0.5
393,"gaia_plxerr1,st_ageerr2,st_jmh2err,st_nglc",0.5
394,"pl_bmasselim,pl_rads,pl_telescope,st_metfeerr1",0.5
395,"pl_eqterr2,pl_trandeplim,pl_trandurerr1,st_denslim,st_dist,st_masserr1,st_teff",0.5
396,"pl_impparerr2,pl_ratdorerr2,pl_rvflag,st_pmlim",0.5
397,"st_lumlim,st_nspec,st_optmaglim",0.5
398,"pl_cbflag,pl_discmethod,pl_eqtlim,pl_orbsmaxlim,st_j,st_nglc,st_rad",0.5
399,"gaia_plx,pl_radeerr1,pl_radslim,st_nts,st_vj",0.5
400,"st_jmk2,st_lumerr2,st_metratio,st_plxlim",0.5
401,"pl_ratrorerr2,pl_tranmiderr2,st_jerr,st_tefferr1",0.5
402,"gaia_gmaglim,gaia_plxerr2,gaia_pmlim,pl_orbeccenlim,pl_orbpererr1,st_elon,st_hlim",0.5
403,"pl_kepflag,pl_orbincl,pl_radjlim,st_denserr2,st_tefflim",0.5
404,"pl_st_npar,st_jmk2err,st_nts",0.5
405,"pl_insollim,pl_orbpererr1,pl_orbsmaxerr1,pl_ratrorlim",0.5
406,"pl_mnum,pl_tranmid,st_masserr1,st_wise4",0.5
407,"gaia_plxlim,pl_mnum,st_h,st_pmlim,st_radv",0.5
408,"pl_kepflag,pl_orbper,st_h,st_radlim",0.5
409,"gaia_plx,pl_instrument,pl_orbeccenerr2,st_jmk2,st_wise1err",0.5
410,"pl_tranmiderr1,pl_tsystemref,st_h,st_hmk2err,st_klim,st_raderr2,st_wise4",0.5
411,"gaia_pmdeclim,pl_controvflag,pl_orbsmaxlim",0.5
412,"gaia_distlim,gaia_pmdecerr,pl_controvflag,pl_msinielim,pl_status,st_nplc,st_rah",0.5714285714285714
413,"pl_astflag,pl_ratdor,st_hmk2,st_lum",0.5
414,"pl_orbsmaxerr2,st_dist,st_tefferr1",0.5
415,"gaia_disterr2,pl_eqterr2,pl_instrument,pl_radeerr2",0.5
416,"pl_angseperr2,pl_controvflag,st_age,st_jerr",0.5
417,"gaia_disterr1,gaia_distlim,pl_bmassprov,st_jlim,st_logglim,st_radverr1",0.5
418,"pl_msinijlim,st_disterr1,st_radlim",0.5
419,"pl_imppar,pl_kepflag,pl_nnotes",0.5
420,"pl_controvflag,pl_orbpererr2,st_radverr2",0.5
421,"pl_astflag,pl_radjlim,pl_ratrorlim",0.5
422,"pl_cbflag,st_hmk2err,st_wise1",0.48214285714285715
423,"pl_bmasselim,pl_eqtlim,pl_instrument,pl_mnum,pl_radj,pl_ratdorerr2,pl_ttvflag,st_disterr1,st_tefferr2",0.5
424,"gaia_pmdeclim,pl_angseperr2,pl_msinielim,st_radlim",0.5
425,"gaia_pmralim,pl_insollim,st_metfeerr1,st_pmdecerr",0.5
426,"pl_mnum,pl_tranmidlim,st_k,st_sp",0.5
427,"pl_bmassjerr2,pl_orbsmaxerr1,st_nglc",0.5
428,"gaia_distlim,pl_kepflag,pl_rade",0.5
429,"pl_ratdorerr1,pl_ratrorerr1,st_pmdeclim",0.5
430,"pl_facility,st_metfeerr1,st_pmralim",0.5
431,"gaia_gmaglim,pl_orbincl,st_lum,st_metfeerr2,st_metratio",0.5
432,"pl_orbeccenerr2,pl_st_nref,st_dist",0.5
433,"pl_tranmidlim,st_disterr1,st_hlim",0.5
434,"dec,pl_facility,pl_radjerr1,st_pmraerr,st_radvlim,st_tefflim",0.5
435,"pl_orbper,pl_radelim,pl_ratrorerr2,st_glat",0.5
436,"pl_ratdorerr2,st_pmdecerr,st_raderr1,st_raderr2",0.5
437,"pl_trandurerr1,st_elon,st_k,st_loggerr2,st_lum",0.5
438,"gaia_pmdeclim,pl_imgflag,pl_letter,pl_orbincl,pl_ratdorlim,pl_trandurerr1,st_hlim,st_naxa,st_pmdec",0.5
439,"gaia_disterr2,st_lumerr1,st_raderr2",0.5
440,"pl_tranflag,st_ageerr1,st_pmlim",0.5
441,"gaia_pmerr,pl_impparerr2,pl_tranmid",0.5
442,"gaia_pmra,st_hmk2err,st_wise2",0.5263157894736842
443,"gaia_distlim,pl_orbincl,st_pmralim,st_wise1err",0.5
444,"gaia_plxerr1,st_disterr2,st_elat,st_glon,st_optmagerr,st_radv",0.5
445,"pl_bmasselim,pl_massjlim,pl_orbperlim,pl_tranmiderr2,st_metfe,st_metfeerr1,st_nts",0.5
446,"gaia_dist,gaia_disterr1,pl_eqterr2,pl_trandurlim,st_glat",0.5
447,"st_hlim,st_hmk2lim,st_nimg",0.5
448,"gaia_pmdeclim,pl_msinijlim,pl_orbsmaxerr2,st_jmk2lim,st_nplc",0.5
449,"gaia_disterr1,pl_radeerr2,st_klim",0.5
450,"gaia_dist,gaia_pmdeclim,pl_tranmidlim,st_hmk2err,st_rad,st_wise4",0.5
451,"pl_facility,pl_impparerr1,st_pmraerr,st_teff",0.5
452,"pl_st_nref,st_metfe,st_nts,st_raderr2,st_wise4",0.5
453,"gaia_pmdec,pl_bmasse,st_pm",0.5
454,"pl_imppar,st_pmdeclim,st_pmlim,st_raderr2",0.5
455,"pl_orbtperlim,pl_tsystemref,st_elat,st_optmag",0.5
456,"pl_eqterr1,pl_st_nref,st_jmh2err",0.5
457,"pl_orbsmaxerr1,pl_ratror,pl_ratrorlim,st_pmralim",0.5
458,"pl_bmassjlim,pl_ratdorerr2,pl_ratdorlim",0.5
459,"pl_ratdor,st_dist,st_optmagerr,st_wise2",0.5
460,"pl_bmasselim,pl_eqtlim,pl_impparerr1,st_jmh2err,st_loggerr2",0.5
461,"pl_angsep,pl_bmasselim,pl_msinijlim,pl_st_npar,pl_tsystemref,st_glon,st_jmh2lim",0.5
462,"st_jmk2,st_nspec,st_pmra",0.5
463,"pl_k2flag,st_denserr2,st_wise3",0.5
464,"gaia_pm,pl_rvflag,pl_trandeplim",0.5
465,"pl_impparerr1,pl_ratrorlim,st_jmk2err,st_metfeerr1",0.5
466,"st_nglc,st_nspec,st_radlim",0.5
467,"pl_imgflag,pl_orbsmaxerr1,pl_rvamp,st_optmagerr,st_pmra,st_raderr2",0.5
468,"pl_bmassjerr1,pl_rvamperr2,st_hmk2,st_jmh2err,st_rah",0.5
469,"pl_angseperr2,pl_orbperlim,pl_rvamp,st_mass,st_nglc,st_pmdeclim,st_wise4lim",0.5
470,"gaia_plxlim,st_herr,st_loggerr2",0.5
471,"pl_orbtperlim,st_metfeerr2,st_nspec",0.5
472,"gaia_pmra,pl_tranmid,st_metfeerr1,st_nimg,st_wise4",0.5
473,"pl_bmasse,pl_kepflag,pl_radj",0.5
474,"pl_impparlim,st_dist,st_nglc",0.5
475,"pl_pnum,pl_ratrorlim,st_denserr1",0.5
476,"pl_angseperr1,pl_orbeccenlim,pl_ratrorerr2",0.5
477,"pl_bmassprov,pl_kepflag,pl_trandurerr1,st_disterr2",0.5
478,"st_mass,st_optmagerr,st_pmraerr,st_wise4",0.5
479,"gaia_plx,pl_bmasse,pl_st_nref,pl_status",0.5
480,"pl_orbpererr1,pl_status,st_distlim",0.5
481,"pl_orbsmaxlim,st_hlim,st_hmk2,st_pmralim,st_tefferr1",0.5
482,"pl_bmassjlim,pl_imppar,pl_radserr1,ra",0.5
483,"pl_orbpererr2,pl_tranmiderr1,st_denserr1",0.5
484,"pl_disc,pl_insollim,pl_orblperlim,st_pmdecerr,st_pmlim,st_rad,st_tefferr1",0.5
485,"pl_bmasseerr1,st_metfelim,st_raderr1",0.5
486,"gaia_gmag,pl_bmassjerr2,pl_orbeccenlim",0.5
487,"pl_facility,st_distlim,st_hlim,st_logg,st_lumlim,st_naxa,st_radlim,st_wise4",0.5555555555555556
488,"pl_impparlim,pl_kepflag,pl_locale,ra,st_rad",0.5
489,"gaia_plxerr2,st_pm,st_sp",0.5
490,"gaia_plxlim,pl_k2flag,pl_orbincllim,st_plxlim",0.5
491,"gaia_plxerr2,gaia_pmerr,pl_controvflag,pl_orblperlim,pl_rvamplim,st_sp",0.5
492,"gaia_pmdec,pl_angsep,pl_angseperr1,pl_astflag,pl_impparerr1,pl_omflag,pl_orbpererr1,st_j",0.5
493,"gaia_gmag,gaia_pmra,gaia_pmraerr,pl_orbper,pl_orbsmaxlim,pl_rvflag,pl_trandurerr2,st_h,st_masserr1,st_rah,st_wise1err",0.5
494,"gaia_pm,gaia_pmlim,st_jlim",0.5
495,"pl_orbeccen,pl_orbper,st_lumlim",0.5
496,"pl_rvamperr2,pl_tranflag,st_h,st_wise4",0.5
497,"pl_rvflag,st_ageerr1,st_metfelim",0.5
498,"pl_bmasse,pl_orbeccenlim,st_nts,st_pmlim",0.5
499,"gaia_pmra,pl_cbflag,pl_ratror,pl_rvflag,st_raderr1,st_wise3",0.5
500,"pl_cbflag,pl_eqterr2,pl_facility,pl_locale,pl_ratrorlim,st_nts,st_raderr2",0.5
501,"dec,pl_orbincllim,pl_tranmid,st_logglim",0.5
502,"gaia_dist,pl_bmasselim,st_masserr2",0.5
503,"pl_bmasseerr1,st_logg,st_tefferr1",0.5
504,"gaia_pmlim,pl_bmasseerr2,st_glon,st_jmh2lim",0.5
505,"pl_bmassj,st_jmk2,st_pmdecerr",0.5
506,"pl_impparlim,pl_st_nref,pl_tranmiderr1",0.5
507,"gaia_dist,gaia_pmralim,pl_locale,st_klim,st_lum,st_pm",0.48333333333333334
508,"st_metratio,st_raderr1,st_tefferr1",0.5
509,"pl_rvamperr2,st_photn,st_wise4",0.4864864864864865
510,"pl_mnum,pl_orbeccenerr1,pl_pnum,pl_status,st_herr,st_nspec",0.5
511,"pl_orbpererr1,pl_radeerr2,pl_radj,pl_ratrorerr2,st_pm",0.5
512,"pl_mnum,pl_msinijlim,pl_orbsmaxerr1,st_wise3",0.5
513,"gaia_pmerr,st_elon,st_lumlim",0.5
514,"pl_instrument,pl_orbeccen,st_vjerr",0.5
515,"pl_st_nref,st_jmh2lim,st_pmdeclim,st_wise1err",0.5
516,"gaia_pmralim,pl_msinijlim,pl_orbsmaxerr2,st_wise4lim",0.5
517,"pl_impparerr2,pl_orbper,st_denserr2,st_disterr1,st_metfe",0.5
518,"gaia_pmdeclim,st_jerr,st_wise2err",0.5
519,"gaia_pmdecerr,gaia_pmra,pl_cbflag,pl_orbsmax,ra,st_masserr1,st_nplc,st_pmralim,st_vjlim,st_wise3lim",0.5
520,"pl_orblperlim,st_jerr,st_jmh2lim,st_masslim",0.5
521,"gaia_plxerr1,gaia_pmralim,st_wise4",0.5
522,"pl_st_nref,pl_trandurlim,st_jerr,st_kerr,st_radlim",0.5
523,"pl_orbincl,pl_radj,pl_tranmidlim,st_masserr1",0.5
524,"gaia_plxerr2,st_lum,st_nrvc",0.5
525,"pl_controvflag,st_herr,st_metfelim,st_optmag",0.5
526,"pl_orbperlim,pl_orbsmaxerr2,st_jmk2lim",0.5
527,"gaia_pmerr,pl_eqtlim,pl_mnum",0.5
528,"pl_tranmiderr2,st_elat,st_rah",0.5
529,"gaia_distlim,pl_astflag,pl_impparerr2,pl_tranmid,pl_tsystemref,st_denslim,st_hmk2err,st_pmra",0.5
530,"gaia_gmaglim,pl_rade,pl_trandur",0.5
531,"gaia_gmaglim,pl_orbincl,pl_radjerr2,st_pmdecerr",0.5
532,"pl_orbinclerr2,st_k,st_masserr1,st_raderr2",0.5
533,"pl_omflag,pl_rade,st_glat",0.5
534,"gaia_gmaglim,pl_insollim,pl_ratrorlim",0.5
535,"gaia_pmdec,gaia_pmralim,pl_orbper,st_vjlim",0.5
536,"pl_eqt,pl_imppar,pl_orbper,pl_rvflag,st_optmag",0.5
537,"gaia_disterr2,pl_bmassprov,pl_k2flag,st_ageerr1,st_tefflim,st_wise1lim",0.5
538,"pl_orbper,pl_orbpererr2,pl_ratdorerr2,pl_status",0.5
539,"pl_disc,pl_radjerr1,pl_rvflag,st_vj",0.5
540,"pl_radeerr2,pl_radelim,pl_radslim",0.5
541,"gaia_gmaglim,pl_ratdorerr1,st_lum,st_wise1lim",0.5
542,"gaia_disterr2,pl_radj,st_vj",0.5
543,"pl_instrument,pl_ttvflag,st_wise2lim",0.5
544,"gaia_gmaglim,gaia_pmralim,pl_bmassprov,pl_disc,pl_orbsmaxerr1,pl_tranmiderr2,st_colorn,st_elat,st_hmk2lim,st_jmh2lim,st_jmk2lim,st_lumerr2",0.5
545,"pl_tranmiderr1,st_loggerr1,st_metfeerr1",0.5
546,"pl_st_npar,st_dens,st_dist,st_glat,st_loggerr1,st_nglc",0.5
547,"pl_orbpererr2,pl_rade,pl_radeerr2,st_disterr2,st_h,st_masserr1,st_optmag,st_wise1",0.5
548,"gaia_pmraerr,pl_pnum,pl_trandurlim,st_loggerr1,st_masslim,st_raderr2",0.5
549,"pl_orbsmaxerr1,st_jmh2err,st_klim,st_pmlim,st_raderr1",0.5
550,"pl_eqterr1,pl_orbinclerr1,st_nrvc",0.5
551,"pl_astflag,pl_mnum,pl_msinielim,st_pmerr",0.5
552,"pl_controvflag,st_jerr,st_mass",0.5
553,"pl_imppar,st_raderr2,st_wise1lim",0.5
554,"gaia_pmdec,pl_angseperr1,pl_insollim,pl_telescope",0.5
555,"gaia_pmraerr,pl_letter,st_nspec",0.5
556,"gaia_distlim,gaia_pmralim,pl_masselim,pl_radelim",0.5
557,"dec,gaia_disterr1,pl_radjerr1,pl_ratdorlim,pl_trandurerr1",0.5
558,"gaia_dist,pl_massjlim,st_masserr1,st_photn,st_pmerr,st_tefferr2",0.5
559,"pl_orbeccen,st_nspec,st_optband",0.5
560,"pl_eqt,pl_impparerr2,pl_orbsmax,pl_st_nref",0.5
561,"gaia_gmaglim,st_klim,st_vj,st_wise3",0.5
562,"pl_radserr2,pl_tranmid,st_optmag,st_pm,st_vjerr",0.5
563,"pl_radjerr1,pl_ratdorlim,pl_trandurerr1,st_glat,st_k,st_wise3",0.5
564,"pl_omflag,pl_rade,st_plxlim",0.5
565,"pl_eqterr2,st_h,st_optmagerr",0.5
566,"pl_eqt,pl_ratrorlim,pl_telescope,st_optband",0.5
567,"pl_bmasseerr1,pl_bmasselim,st_hmk2",0.5
568,"gaia_pmra,pl_orbinclerr2,st_denserr1,st_hmk2lim,st_logg,st_radlim,st_wise2err",0.5
569,"pl_orbinclerr2,pl_orbincllim,st_colorn,st_optmagerr,st_vjlim",0.5
570,"pl_bmassjlim,pl_orbinclerr1,pl_orbperlim,pl_radserr1,pl_trandurerr1,st_denslim,st_elat,st_jmh2err,st_jmh2lim",0.5
571,"pl_radelim,pl_ratrorerr1,st_masslim",0.5
572,"pl_instrument,pl_k2flag,st_radverr2",0.5
573,"gaia_plx,pl_st_nref,st_splim",0.5
574,"pl_astflag,pl_orbsmax,st_wise2err",0.5
575,"pl_eqtlim,pl_radserr2,pl_tranmiderr1,pl_tsystemref,st_herr,st_jmk2lim,st_kerr,st_teff",0.5
576,"gaia_plxerr2,pl_nnotes,pl_tranmidlim",0.5
577,"pl_pnum,st_klim,st_vjerr",0.5
578,"pl_orblperlim,st_glon,st_plxlim,st_wise2",0.5
579,"gaia_pmlim,pl_radeerr2,pl_radjerr1,pl_rads,pl_trandurlim,st_dens,st_glon,st_naxa",0.5
580,"dec,gaia_disterr2,st_colorn,st_lumlim",0.5
581,"pl_instrument,pl_st_npar,pl_telescope",0.5
582,"pl_bmassjerr2,pl_facility,pl_status,st_glat,st_metfeerr2,st_vjerr",0.5
583,"pl_discmethod,st_nglc,st_pmdecerr,st_radvlim",0.5
584,"pl_locale,pl_rvamplim,st_distlim",0.5
585,"gaia_pmdeclim,pl_bmassprov,pl_ttvflag,st_radv,st_wise4lim",0.5
586,"pl_letter,st_jmk2err,st_wise3err",0.5
587,"gaia_plxlim,pl_msinielim,pl_st_nref,pl_tranflag,st_hmk2err,st_wise2err,st_wise4lim",0.5
588,"pl_occdeplim,pl_orblperlim,pl_orbsmaxlim",0.5
589,"pl_pnum,pl_st_npar,st_age",0.5
590,"pl_bmassjlim,pl_orbeccenlim,pl_radserr1",0.5
591,"pl_k2flag,st_nimg,st_plx",0.5
592,"pl_rvamperr2,st_nrvc,st_pm",0.5
593,"gaia_disterr2,st_rad,st_tefflim",0.5
594,"pl_kepflag,pl_orbeccenlim,st_tefflim",0.5
595,"pl_astflag,pl_radjerr2,st_lumerr1,st_vjerr",0.5
596,"pl_pnum,pl_radserr1,st_nspec",0.5
597,"gaia_pmralim,pl_bmassjerr1,st_hmk2,st_pmlim,st_tefflim",0.5
598,"pl_ratrorlim,st_optband,st_raderr1,st_teff",0.5
599,"pl_bmassj,pl_discmethod,st_wise3err",0.5
600,"gaia_pmdec,pl_orbinclerr1,st_dens",0.5
601,"st_lumerr1,st_nspec,st_pmerr",0.5
602,"pl_impparlim,pl_rade,pl_rads,st_lumlim",0.5
603,"pl_orbincllim,pl_orbsmaxerr1,st_vjerr",0.5
604,"gaia_pmra,pl_locale,st_klim",0.5526315789473684
605,"pl_msinielim,st_elon,st_hmk2lim",0.5
606,"pl_disc,pl_nnotes,st_pmra",0.5
607,"pl_imppar,pl_mnum,st_glat,st_tefflim",0.5
608,"pl_status,st_radv,st_tefflim,st_wise1",0.5
609,"gaia_disterr2,pl_controvflag,st_disterr2,st_masserr1",0.5
610,"gaia_pmraerr,pl_orbpererr2,pl_rade,st_pmerr",0.5
611,"gaia_plxerr2,pl_masselim,pl_st_nref,st_k,st_metfeerr2,st_raderr2",0.5
612,"gaia_disterr1,pl_orbincl,ra",0.5
613,"pl_omflag,pl_trandur,st_klim,st_photn",0.5
614,"dec,gaia_plxlim,gaia_pmraerr,gaia_pmralim,st_glon,st_lum,st_radverr1,st_wise4lim",0.5
615,"gaia_plx,st_jerr,st_metratio",0.5
616,"st_disterr2,st_kerr,st_nrvc",0.5
617,"pl_ratrorerr2,st_jmk2lim,st_wise1",0.5
618,"gaia_plx,pl_bmasselim,pl_impparlim,st_denserr2",0.5
619,"pl_locale,st_elon,st_wise2",0.5
620,"gaia_plxerr1,pl_orbincllim,st_mass",0.5
621,"st_elon,st_logg,st_radverr2",0.5
622,"gaia_pmlim,pl_cbflag,st_plxerr2",0.5
623,"gaia_dist,pl_bmasseerr2,pl_bmassjlim,st_raderr1",0.5
624,"gaia_plxerr1,st_jmh2,st_splim",0.5
625,"pl_eqt,pl_radjlim,st_jmk2err,st_jmk2lim,st_optband,st_optmag",0.5
626,"pl_eqt,pl_orbincl,pl_orbinclerr2,pl_telescope",0.5
627,"gaia_disterr1,gaia_pmdecerr,gaia_pmerr,pl_angseperr2,pl_radj,st_metratio,st_nimg,st_pmlim,st_radv",0.5
628,"pl_orbsmaxerr2,pl_ratror,st_glat",0.5
629,"pl_denslim,pl_locale,pl_msinielim,pl_tsystemref,st_optband",0.5
630,"pl_bmasseerr2,st_optmag,st_rad",0.5
631,"pl_bmasseerr2,st_kerr,st_pmra",0.5
632,"gaia_distlim,pl_facility,pl_imgflag,pl_impparerr1,pl_radjerr1,st_elat",0.5
633,"gaia_pmerr,pl_orbperlim,st_j,st_pmdeclim",0.5
634,"pl_tranmiderr1,st_jmk2lim,st_optmaglim,st_pmerr,st_wise1err",0.5
635,"gaia_pmralim,st_nspec,st_plxlim",0.5
636,"pl_bmassjlim,st_denserr1,st_denslim,st_tefflim",0.5
637,"gaia_plxlim,st_dens,st_pmraerr",0.5
638,"st_metratio,st_nrvc,st_plx",0.5
639,"pl_controvflag,pl_masselim,st_dens",0.5
640,"pl_k2flag,pl_orbeccenerr1,st_metfeerr2",0.5
641,"pl_orbeccen,st_hlim,st_radv",0.5
642,"pl_disc,pl_trandeplim,st_hmk2,st_pmra",0.5
643,"pl_imppar,ra,st_logg",0.5
644,"pl_angsep,pl_orblperlim,pl_radjerr2,pl_rvamperr2,st_disterr1,st_hmk2,st_optband,st_optmaglim,st_wise4",0.5
645,"pl_orbperlim,pl_ratdor,st_metfe",0.5
646,"gaia_pmlim,pl_orbincl,pl_radj,pl_ratrorerr2,st_masserr2",0.5
647,"gaia_pmralim,pl_orbtperlim,st_raderr1",0.5
648,"gaia_disterr2,pl_disc,pl_ratrorerr1",0.5
649,"gaia_plxerr1,pl_radeerr2,pl_radserr2,st_dist,st_photn",0.5
650,"pl_ratrorerr1,st_jlim,st_optmaglim",0.5
651,"st_kerr,st_lumlim,st_raderr1",0.5
652,"st_hmk2err,st_logglim,st_rad",0.5
653,"pl_nnotes,pl_radj,pl_telescope,st_radv",0.5
654,"pl_cbflag,pl_instrument,ra,st_disterr1,st_pm",0.5
655,"gaia_pmdecerr,pl_tranmid,st_vjlim",0.5
656,"pl_orbsmax,pl_st_npar,pl_trandurerr2,pl_tsystemref,st_disterr1",0.5
657,"pl_masselim,pl_st_nref,st_dist",0.5
658,"pl_massjlim,pl_ratdorerr1,st_lumlim,st_rad",0.5
659,"gaia_plxlim,pl_angseperr2,pl_bmasselim,ra,st_jmk2lim",0.5
660,"pl_radjerr2,st_lumerr1,st_metfe,st_nspec",0.4852941176470588
661,"pl_orbeccenlim,pl_trandurerr2,st_raderr1",0.5
662,"gaia_distlim,pl_imppar,pl_orbperlim,st_kerr",0.5
663,"gaia_pmralim,pl_trandur,st_age",0.5
664,"pl_ratrorerr1,st_nimg,st_pmraerr",0.5
665,"pl_radslim,pl_tranmid,st_kerr,st_lum,st_pmerr",0.5
666,"pl_orbsmaxerr1,pl_rvamperr1,st_jmk2",0.5
667,"gaia_pmraerr,pl_imgflag,st_pmdec,st_radvlim,st_wise3lim",0.5
668,"pl_mnum,pl_rvamperr1,pl_status,st_metfeerr1,st_raderr2",0.5
669,"gaia_pmlim,pl_bmasselim,pl_letter,pl_locale,ra",0.5
670,"pl_orbincllim,pl_tranmidlim,st_lum,st_nplc",0.5
671,"gaia_distlim,pl_trandurerr2,pl_tranflag,st_herr",0.5
672,"pl_angseperr1,pl_bmassjerr2,st_logg,st_metfelim,st_tefflim",0.5
673,"pl_insolerr1,st_klim,st_mass",0.5
674,"pl_bmassjlim,pl_tsystemref,st_optband",0.5
675,"pl_radeerr2,pl_radj,pl_radjerr1,pl_st_npar,st_disterr2,st_glon,st_kerr,st_wise2lim",0.5
676,"pl_omflag,pl_orbsmaxlim,pl_radjerr1,st_wise1err",0.5
677,"pl_letter,pl_orbsmaxlim,pl_pnum",0.5
678,"gaia_pmdecerr,pl_ratdor,pl_tranmiderr1",0.5
679,"pl_instrument,st_disterr1,st_pm,st_pmra",0.5
680,"gaia_pmralim,pl_radjlim,st_elat,st_lum,st_metratio,st_wise3",0.5
681,"gaia_gmaglim,gaia_pmdecerr,pl_bmassjlim,pl_eqtlim,pl_orbsmaxlim,pl_radjlim,pl_radserr1,st_dist,st_distlim,st_elon,st_nspec,st_optband,st_raderr2",0.5
682,"pl_msinijlim,st_hmk2err,st_rah",0.5
683,"gaia_plxerr2,pl_letter,st_hmk2err,st_tefferr1",0.5
684,"gaia_disterr2,pl_angsep,pl_bmasseerr2,pl_kepflag,pl_orbperlim,st_glat",0.5
685,"gaia_pmraerr,pl_nnotes,pl_rade,pl_ratdorlim,st_pmra,st_wise1err",0.5
686,"pl_msinijlim,pl_radjerr1,st_hmk2err",0.5
687,"pl_instrument,pl_k2flag,pl_masselim,pl_orbincl,pl_ratdorlim,st_glon,st_jmk2,st_wise2lim",0.5
688,"pl_discmethod,pl_impparlim,pl_orbinclerr1",0.5
689,"pl_angseperr2,st_photn,st_radverr1",0.5
690,"st_ageerr2,st_jmh2lim,st_wise2",0.5
691,"pl_imppar,pl_trandurerr2,st_wise1err",0.5
692,"pl_imppar,st_masserr1,st_pmralim",0.5
693,"gaia_pmraerr,pl_impparerr2,pl_massjlim,pl_pnum,pl_status,st_wise2err",0.5
694,"gaia_gmag,pl_bmasse,pl_instrument,pl_orbeccen,pl_radj,st_jmk2,st_wise1lim,st_wise4lim",0.5
695,"pl_imppar,pl_ttvflag,st_denserr1",0.5
696,"gaia_pmdec,gaia_pmraerr,pl_orbpererr1,st_dist,st_klim",0.5
697,"pl_insollim,pl_tranmidlim,st_masserr2",0.5
698,"pl_imgflag,pl_massjlim,pl_orbincl,pl_telescope,pl_trandurerr2,st_jmh2err,st_jmk2,st_wise1",0.5
699,"pl_eqterr1,pl_tranmidlim,st_jmh2err,st_pmerr",0.5
700,"pl_orbsmaxerr1,st_loggerr1,st_teff,st_wise4lim",0.5
701,"gaia_plx,gaia_pmralim,st_optmaglim",0.5
702,"pl_bmassjerr2,pl_orbsmax,st_pmerr",0.5
703,"dec,gaia_plxerr1,st_dens,st_jmk2,st_pmdec",0.5
704,"gaia_gmaglim,gaia_pmraerr,st_ageerr1,st_loggerr1,st_rah",0.5
705,"dec,pl_ratrorerr2,st_naxa",0.5
706,"pl_trandur,st_metfeerr1,st_wise3",0.5
707,"gaia_pm,pl_letter,pl_ratror,st_dist,st_wise1",0.5
708,"pl_astflag,pl_imppar,pl_ratrorerr2,st_jmk2,st_metfe,st_wise3",0.5
709,"pl_cbflag,pl_letter,pl_tranflag,st_lumlim,st_splim",0.5
710,"pl_orbsmaxlim,st_ageerr2,st_tefferr1",0.5
711,"pl_controvflag,pl_discmethod,st_herr,st_lumlim",0.5
